CNN,streetname,from_st,to_st,cardinal,addrange,limits,location,theOrder
* 37.784952, -122.461334 | 3rd Ave & Cornwall St, San Francisco, CA 94118, USA | 27582000,03RD AVE,CORNWALL ST,,,,CORNWALL ST intersection,,103
* 37.783108, -122.461212 | Clement St & 3rd Ave, San Francisco, CA 94118, USA | 27247000,03RD AVE,CLEMENT ST,,,,CLEMENT ST intersection,,105
* 37.781232, -122.461071 | Geary Blvd & 3rd Ave, San Francisco, CA 94118, USA | 27245000,03RD AVE,GEARY BLVD,,,,GEARY BLVD intersection,,107
* 37.779243, -122.460937 | Anza St & 3rd Ave, San Francisco, CA 94118, USA | 27236000,03RD AVE,ANZA ST,,,,ANZA ST intersection,,109
* 37.777371, -122.460804 | Balboa St & 3rd Ave, San Francisco, CA 94118, USA | 27235000,03RD AVE,BALBOA ST,,,,BALBOA ST intersection,,111
* 37.775516, -122.460664 | Cabrillo St & 3rd Ave, San Francisco, CA 94118, USA | 27234000,03RD AVE,CABRILLO ST,,,,CABRILLO ST intersection,,113
* 37.773998, -122.460551 | Fulton St & 3rd Ave, San Francisco, CA 94118, USA | 27233000,03RD AVE,FULTON ST,,,,FULTON ST intersection,,115
33560000,03RD AVE,KEZAR DR \ LINCOLN WAY,,,,KEZAR DR \ LINCOLN WAY intersection,,116
* 37.766199, -122.459529 | Lincoln Way & 3rd Ave, San Francisco, CA 94122, USA | 27193000,03RD AVE,LINCOLN WAY,,,,LINCOLN WAY intersection,,118
* 37.765259, -122.459955 | 3rd Ave & Hugo St, San Francisco, CA 94122, USA | 27081000,03RD AVE,HUGO ST,,,,HUGO ST intersection,,120
* 37.764330, -122.459906 | Irving St & 3rd Ave, San Francisco, CA 94122, USA | 27079000,03RD AVE,IRVING ST,,,,IRVING ST intersection,,122
* 37.762936, -122.459797 | 3rd Ave & Parnassus Ave, San Francisco, CA 94122, USA | 27065000,03RD AVE,PARNASSUS AVE,,,,PARNASSUS AVE intersection,,124
* 37.787666, -122.403460 | 3rd St & Market St & Kearny St, San Francisco, CA 94102, USA | 30738000,03RD ST,KEARNY ST \ MARKET ST,,,,KEARNY ST \ MARKET ST intersection,,125
* 37.787026, -122.403031 | 3rd St & Stevenson St, San Francisco, CA 94103, USA | 24639000,03RD ST,STEVENSON ST,,,,STEVENSON ST intersection,,127
* 37.786698, -122.402602 | 3rd St & Jessie St, San Francisco, CA 94103, USA | 24616000,03RD ST,JESSIE ST,,,,JESSIE ST intersection,,129
* 37.786286, -122.402062 | 3rd St & Mission St, San Francisco, CA 94105, USA | 24613000,03RD ST,MISSION ST,,,,MISSION ST intersection,,131
* 37.785842, -122.401506 | 3rd St & Minna St, San Francisco, CA 94105, USA | 24609000,03RD ST,MINNA ST,,,,MINNA ST intersection,,133
* 37.785021, -122.400505 | 3rd St & Howard St, San Francisco, CA 94103, USA | 24590000,03RD ST,HOWARD ST,,,,HOWARD ST intersection,,135
* 37.784213, -122.399497 | 3rd St & Clementina St, San Francisco, CA 94103, USA | 24587000,03RD ST,CLEMENTINA ST,,,,CLEMENTINA ST intersection,,137
* 37.783804, -122.398988 | 3rd St & Folsom St, San Francisco, CA 94107, USA | 24583000,03RD ST,FOLSOM ST,,,,FOLSOM ST intersection,,139
* 37.782994, -122.397988 | 3rd St & St Francis Pl, San Francisco, CA 94107, USA | 24592000,03RD ST,SAINT FRANCIS PL,,,,SAINT FRANCIS PL intersection,,141
* 37.782565, -122.397417 | 3rd St & Harrison St, San Francisco, CA 94107, USA | 24513000,03RD ST,HARRISON ST,,,,HARRISON ST intersection,,143
* 37.782130, -122.396863 | 3rd St & Perry St, San Francisco, CA 94107, USA | 20657000,03RD ST,PERRY ST,,,,PERRY ST intersection,,145
* 37.781771, -122.396411 | 3rd St & Stillman St, San Francisco, CA 94107, USA | 23838000,03RD ST,STILLMAN ST,,,,STILLMAN ST intersection,,147
* 37.781340, -122.395872 | 3rd St & Bryant St, San Francisco, CA 94107, USA | 23831000,03RD ST,BRYANT ST,,,,BRYANT ST intersection,,149
* 37.781091, -122.395561 | 3rd St & Taber Alley, San Francisco, CA 94107, USA | 23830000,03RD ST,TABER PL,,,,TABER PL intersection,,151
* 37.780727, -122.395085 | 3rd St & S Park St, San Francisco, CA 94107, USA | 28061000,03RD ST,SOUTH PARK,,,,SOUTH PARK intersection,,153
* 37.780362, -122.394624 | 3rd St & Varney Pl, San Francisco, CA 94107, USA | 23817000,03RD ST,VARNEY PL,,,,VARNEY PL intersection,,155
* 37.780084, -122.394304 | 3rd St & Brannan St, San Francisco, CA 94107, USA | 23811000,03RD ST,BRANNAN ST,,,,BRANNAN ST intersection,,157
* 37.778863, -122.392782 | 3rd St & Townsend St, San Francisco, CA 94107, USA | 23807000,03RD ST,TOWNSEND ST,,,,TOWNSEND ST intersection,,159
* 37.778008, -122.391722 | 3rd St & King St, San Francisco, CA 94107, USA | 23799000,03RD ST,KING ST,,,,KING ST intersection,,161
* 37.777544, -122.391114 | 3rd St & Berry St, San Francisco, CA 94107, USA | 23796000,03RD ST,BERRY ST,,,,BERRY ST intersection,,163
* 37.774519, -122.389751 | 3rd St & Channel St, San Francisco, CA 94158, USA | 23586000,03RD ST,CHANNEL ST,,,,CHANNEL ST intersection,,165
* 37.776281, -122.390085 | 3rd St & Terry A Francois Blvd, San Francisco, CA 94158, USA | 30021000,03RD ST,TERRY A FRANCOIS BLVD,,,,TERRY A FRANCOIS BLVD intersection,,167
* 37.774519, -122.389751 | 3rd St & Channel St, San Francisco, CA 94158, USA | 34155000,03RD ST,CHANNEL,,,,CHANNEL intersection,,169
* 37.772937, -122.389809 | 3rd St & Mission Rock St, San Francisco, CA 94158, USA | 23579000,03RD ST,MISSION ROCK ST,,,,MISSION ROCK ST intersection,,171
* 37.772001, -122.389720 | 3rd St & China Basin St, San Francisco, CA 94158, USA | 34157000,03RD ST,CHINA BASIN ST,,,,CHINA BASIN ST intersection,,174
* 37.770682, -122.389598 | 3rd St & Mission Bay Boulevard South, San Francisco, CA 94158, USA | 34159000,03RD ST,MISSION BAY BLVD,,,,MISSION BAY BLVD intersection,,176
* 37.770682, -122.389598 | 3rd St & Mission Bay Boulevard South, San Francisco, CA 94158, USA | 34161000,03RD ST,MISSION BAY BLVD,,,,MISSION BAY BLVD intersection,,178
* 37.768832, -122.389400 | 3rd St & South St, San Francisco, CA 94158, USA | 34162000,03RD ST,SOUTH ST,,,,SOUTH ST intersection,,180
* 37.766873, -122.389206 | 3rd St & 16th St, San Francisco, CA 94158, USA | 23578000,03RD ST,16TH ST,,,,16TH ST intersection,,182
* 37.769762, -122.389503 | 3rd St & Nelson Rising Ln, San Francisco, CA 94158, USA | 54090000,03RD ST,NELSON RISING LN,,,,NELSON RISING LN intersection,,187
* 37.767895, -122.389327 | 3rd St & Campus Lane, San Francisco, CA 94158, USA | 54091000,03RD ST,CAMPUS WAY,,,,CAMPUS WAY intersection,,188
* 37.764339, -122.388766 | 3rd St & Mariposa St, San Francisco, CA 94158, USA | 23572000,03RD ST,MARIPOSA ST,,,,MARIPOSA ST intersection,,193
* 37.763057, -122.388848 | 3rd St & 18th St, San Francisco, CA 94107, USA | 23570000,03RD ST,18TH ST,,,,18TH ST intersection,,196
* 37.761781, -122.388612 | 3rd St & 19th St, San Francisco, CA 94107, USA | 23567000,03RD ST,19TH ST,,,,19TH ST intersection,,199
* 37.760508, -122.388480 | 3rd St & 20th St, San Francisco, CA 94107, USA | 23564000,03RD ST,20TH ST,,,,20TH ST intersection,,202
* 37.757959, -122.388248 | 3rd St & 22nd St, San Francisco, CA 94107, USA | 23555000,03RD ST,22ND ST,,,,22ND ST intersection,,205
* 37.755399, -122.387905 | 3rd St & 23rd St, San Francisco, CA 94107, USA | 23551000,03RD ST,23RD ST,,,,23RD ST intersection,,208
* 37.754115, -122.387968 | 3rd St & 24th St, San Francisco, CA 94107, USA | 23550000,03RD ST,24TH ST,,,,24TH ST intersection,,211
* 37.752837, -122.387869 | 3rd St & 25th St, San Francisco, CA 94107, USA | 23541000,03RD ST,25TH ST,,,,25TH ST intersection,,214
* 37.751566, -122.387574 | 3rd St & 26th St, San Francisco, CA 94107, USA | 23536000,03RD ST,26TH ST,,,,26TH ST intersection,,217
* 37.750296, -122.387676 | 3rd St & Cesar Chavez St, San Francisco, CA 94107, USA | 23535000,03RD ST,CESAR CHAVEZ ST,,,,CESAR CHAVEZ ST intersection,,220
* 37.749007, -122.387579 | 3rd St & Marin St, San Francisco, CA 94124, USA | 20250000,03RD ST,MARIN ST,,,,MARIN ST intersection,,223
* 37.746104, -122.387294 | 3rd St & Cargo Way & Arthur Ave, San Francisco, CA 94124, USA | 20247000,03RD ST,ARTHUR AVE \ CARGO WAY,,,,ARTHUR AVE \ CARGO WAY intersection,,225
* 37.744962, -122.387065 | 3rd St & Burke Ave, San Francisco, CA 94124, USA | 20234000,03RD ST,BURKE AVE,,,,BURKE AVE intersection,,228
* 37.744307, -122.387449 | 3rd St & Custer Ave, San Francisco, CA 94124, USA | 20240000,03RD ST,CUSTER AVE,,,,CUSTER AVE intersection,,231
* 37.743501, -122.387565 | 3rd St & Davidson Ave, San Francisco, CA 94124, USA | 20244000,03RD ST,DAVIDSON AVE,,,,DAVIDSON AVE intersection,,234
* 37.743949, -122.387581 | 3rd St & Phelps St, San Francisco, CA 94124, USA | 20245000,03RD ST,PHELPS ST,,,,PHELPS ST intersection,,236
* 37.742709, -122.388044 | 3rd St & Evans Ave, San Francisco, CA 94124, USA | 20239000,03RD ST,EVANS AVE,,,,EVANS AVE intersection,,239
* 37.741956, -122.388306 | 3rd St & Fairfax Ave, San Francisco, CA 94124, USA | 20238000,03RD ST,FAIRFAX AVE,,,,FAIRFAX AVE intersection,,241
* 37.741164, -122.388572 | 3rd St & Galvez Ave, San Francisco, CA 94124, USA | 20231000,03RD ST,GALVEZ AVE,,,,GALVEZ AVE intersection,,244
* 37.740275, -122.388684 | 3rd St & Hudson Ave, San Francisco, CA 94124, USA | 20227000,03RD ST,HUDSON AVE,,,,HUDSON AVE intersection,,247
* 37.739493, -122.388961 | 3rd St & Innes Ave, San Francisco, CA 94124, USA | 20229000,03RD ST,INNES AVE,,,,INNES AVE intersection,,250
* 37.738653, -122.389493 | 3rd St & Newhall St, San Francisco, CA 94124, USA | 20230000,03RD ST,NEWHALL ST,,,,NEWHALL ST intersection,,253
20219000,03RD ST,JERROLD AVE \ NEWHALL ST,,,,JERROLD AVE \ NEWHALL ST intersection,,255
* 37.737924, -122.389538 | 3rd St & Kirkwood Ave, San Francisco, CA 94124, USA | 20223000,03RD ST,KIRKWOOD AVE,,,,KIRKWOOD AVE intersection,,258
* 37.737142, -122.389822 | 3rd St & La Salle Ave, San Francisco, CA 94124, USA | 20224000,03RD ST,LA SALLE AVE,,,,LA SALLE AVE intersection,,261
* 37.736359, -122.390097 | 3rd St & McKinnon Ave, San Francisco, CA 94124, USA | 20213000,03RD ST,MCKINNON AVE,,,,MCKINNON AVE intersection,,264
* 37.735566, -122.390370 | 3rd St & Newcomb Ave, San Francisco, CA 94124, USA | 20660000,03RD ST,NEWCOMB AVE,,,,NEWCOMB AVE intersection,,267
* 37.734859, -122.390766 | 3rd St & Oakdale Ave, San Francisco, CA 94124, USA | 20659000,03RD ST,OAKDALE AVE,,,,OAKDALE AVE intersection,,270
33269000,03RD ST,MENDELL ST \ PALOU AVE,,,,MENDELL ST \ PALOU AVE intersection,,273
* 37.733168, -122.391209 | 3rd St & Quesada Ave, San Francisco, CA 94124, USA | 20496000,03RD ST,QUESADA AVE,,,,QUESADA AVE intersection,,276
* 37.732415, -122.391624 | 3rd St & Revere Ave & Bayview St, San Francisco, CA 94124, USA | 20498000,03RD ST,BAY VIEW ST \ REVERE AVE,,,,BAY VIEW ST \ REVERE AVE intersection,,279
* 37.731631, -122.391911 | 3rd St & Shafter Ave, San Francisco, CA 94124, USA | 20500000,03RD ST,SHAFTER AVE,,,,SHAFTER AVE intersection,,282
* 37.730860, -122.392188 | 3rd St & Thomas Ave, San Francisco, CA 94124, USA | 20502000,03RD ST,THOMAS AVE,,,,THOMAS AVE intersection,,285
* 37.730639, -122.392113 | 3rd St & Thornton Ave, San Francisco, CA 94124, USA | 20508000,03RD ST,THORNTON AVE,,,,THORNTON AVE intersection,,288
* 37.730051, -122.392479 | 3rd St & Underwood Ave, San Francisco, CA 94124, USA | 20507000,03RD ST,UNDERWOOD AVE,,,,UNDERWOOD AVE intersection,,291
* 37.729234, -122.392566 | 3rd St & Van Dyke Ave & Williams Ave, San Francisco, CA 94124, USA | 20504000,03RD ST,VAN DYKE AVE \ WILLIAMS AVE,,,,VAN DYKE AVE \ WILLIAMS AVE intersection,,294
* 37.728412, -122.393066 | 3rd St & Lane St, San Francisco, CA 94124, USA | 33263000,03RD ST,LANE ST,,,,LANE ST intersection,,297
20485000,03RD ST,LANE ST \ WALLACE AVE,,,,LANE ST \ WALLACE AVE intersection,,299
* 37.727793, -122.393329 | 3rd St & Yosemite Ave, San Francisco, CA 94124, USA | 20491000,03RD ST,YOSEMITE AVE,,,,YOSEMITE AVE intersection,,302
* 37.727029, -122.393650 | 3rd St & Armstrong Ave, San Francisco, CA 94124, USA | 20493000,03RD ST,ARMSTRONG AVE,,,,ARMSTRONG AVE intersection,,305
* 37.726244, -122.393828 | 3rd St & Bancroft Ave, San Francisco, CA 94124, USA | 20517000,03RD ST,BANCROFT AVE,,,,BANCROFT AVE intersection,,308
* 37.725448, -122.394177 | 3rd St & Carroll Ave, San Francisco, CA 94124, USA | 20489000,03RD ST,CARROLL AVE,,,,CARROLL AVE intersection,,311
* 37.724747, -122.394707 | 3rd St & Donner Ave, San Francisco, CA 94124, USA | 20515000,03RD ST,DONNER AVE,,,,DONNER AVE intersection,,314
* 37.723962, -122.395041 | 3rd St & Egbert Ave, San Francisco, CA 94124, USA | 20457000,03RD ST,EGBERT AVE,,,,EGBERT AVE intersection,,316
* 37.723224, -122.395385 | 3rd St & Fitzgerald Ave, San Francisco, CA 94124, USA | 20455000,03RD ST,FITZGERALD AVE,,,,FITZGERALD AVE intersection,,319
* 37.718989, -122.398693 | 3rd St & Keith St, San Francisco, CA 94124, USA | 34020000,03RD ST,KEITH ST,,,,KEITH ST intersection,,322
* 37.722448, -122.395758 | 3rd St & Paul Ave & Gilman Ave, San Francisco, CA 94124, USA | 20472000,03RD ST,GILMAN AVE \ PAUL AVE,,,,GILMAN AVE \ PAUL AVE intersection,,324
* 37.721670, -122.395888 | 3rd St & Hollister Ave, San Francisco, CA 94124, USA | 20471000,03RD ST,HOLLISTER AVE,,,,HOLLISTER AVE intersection,,327
* 37.720969, -122.396406 | 3rd St & Ingerson Ave, San Francisco, CA 94124, USA | 20473000,03RD ST,INGERSON AVE,,,,INGERSON AVE intersection,,330
20460000,03RD ST,HWY 101 S ON RAMP \ JAMESTOWN AVE,,,,HWY 101 S ON RAMP \ JAMESTOWN AVE intersection,,333
* 37.720749, -122.396517 | 3rd St & Salinas Ave, San Francisco, CA 94124, USA | 20475000,03RD ST,SALINAS AVE,,,,SALINAS AVE intersection,,335
* 37.719436, -122.396886 | 3rd St & Key Ave, San Francisco, CA 94124, USA | 20466000,03RD ST,KEY AVE,,,,KEY AVE intersection,,338
* 37.718882, -122.397592 | 3rd St & Le Conte Ave, San Francisco, CA 94124, USA | 20467000,03RD ST,LE CONTE AVE,,,,LE CONTE AVE intersection,,341
20465000,03RD ST,BAY SHORE BLVD \ HWY 101 N OFF RAMP \ MEADE AVE,,,,BAY SHORE BLVD \ HWY 101 N OFF RAMP \ MEADE AVE intersection,,344
* 37.718882, -122.397592 | San Francisco, CA, USA | 53010000,03RD ST,KEITH ST,,,,KEITH ST intersection,,346
51983000,03RD ST,END,,,,END intersection,,347
* 37.722448, -122.395758 | 3rd St & San Francisco Bicycle Rte 5, San Francisco, CA 94124, USA | 20544000,03RD ST,BAY SHORE BLVD,,,,BAY SHORE BLVD intersection,,349
* 37.769762, -122.389503 | 3rd St & Nelson Rising Ln, San Francisco, CA 94158, USA | 33171000,03RD ST,NELSON AVE,,,,NELSON AVE intersection,,351
33172000,03RD ST,OLNEY AVE,,,,OLNEY AVE intersection,,353
20546000,03RD ST,GIRARD ST \ SAN BRUNO AVE,,,,GIRARD ST \ SAN BRUNO AVE intersection,,355
34039000,03RD TI ST,AVENUE D,,,,AVENUE D intersection,,356
34038000,03RD TI ST,AVENUE F,,,,AVENUE F intersection,,358
34037000,03RD TI ST,AVENUE H,,,,AVENUE H intersection,,360
34036000,03RD TI ST,AVENUE I,,,,AVENUE I intersection,,362
34035000,03RD TI ST,AVENUE M,,,,AVENUE M intersection,,364
34034000,03RD TI ST,AVENUE N,,,,AVENUE N intersection,,366
* 37.786774, -122.462554 | Lake St & 4th Ave, San Francisco, CA 94118, USA | 27588000,04TH AVE,LAKE ST,,,,LAKE ST intersection,,367
* 37.785264, -122.462446 | California St & 4th Ave, San Francisco, CA 94118, USA | 27587000,04TH AVE,CALIFORNIA ST,,,,CALIFORNIA ST intersection,,369
* 37.784911, -122.462417 | 4th Ave & Cornwall St, San Francisco, CA 94118, USA | 27585000,04TH AVE,CORNWALL ST,,,,CORNWALL ST intersection,,371
* 37.783051, -122.462280 | Clement St & 4th Ave, San Francisco, CA 94118, USA | 27250000,04TH AVE,CLEMENT ST,,,,CLEMENT ST intersection,,373
* 37.781055, -122.462136 | Geary Blvd & 4th Ave, San Francisco, CA 94118, USA | 27248000,04TH AVE,GEARY BLVD,,,,GEARY BLVD intersection,,375
* 37.779193, -122.462002 | Anza St & 4th Ave, San Francisco, CA 94118, USA | 27242000,04TH AVE,ANZA ST,,,,ANZA ST intersection,,377
* 37.777322, -122.461846 | Balboa St & 4th Ave, San Francisco, CA 94118, USA | 27241000,04TH AVE,BALBOA ST,,,,BALBOA ST intersection,,379
* 37.775466, -122.461741 | Cabrillo St & 4th Ave, San Francisco, CA 94118, USA | 27238000,04TH AVE,CABRILLO ST,,,,CABRILLO ST intersection,,381
* 37.773863, -122.461605 | Fulton St & 4th Ave, San Francisco, CA 94118, USA | 27237000,04TH AVE,FULTON ST,,,,FULTON ST intersection,,383
* 37.766209, -122.461097 | Lincoln Way & 4th Ave, San Francisco, CA 94122, USA | 27194000,04TH AVE,LINCOLN WAY,,,,LINCOLN WAY intersection,,384
* 37.765215, -122.461029 | 4th Ave & Hugo St, San Francisco, CA 94122, USA | 27082000,04TH AVE,HUGO ST,,,,HUGO ST intersection,,386
* 37.764278, -122.460962 | Irving St & 4th Ave, San Francisco, CA 94122, USA | 27080000,04TH AVE,IRVING ST,,,,IRVING ST intersection,,388
* 37.762653, -122.460849 | 4th Ave & Parnassus Ave, San Francisco, CA 94122, USA | 27072000,04TH AVE,PARNASSUS AVE,,,,PARNASSUS AVE intersection,,390
24892000,04TH ST,ELLIS ST \ MARKET ST \ STOCKTON ST,,,,ELLIS ST \ MARKET ST \ STOCKTON ST intersection,,391
* 37.785283, -122.405237 | 4th St & Stevenson St, San Francisco, CA 94103, USA | 24636000,04TH ST,STEVENSON ST,,,,STEVENSON ST intersection,,393
* 37.784946, -122.404811 | 4th St & Jessie St, San Francisco, CA 94103, USA | 24635000,04TH ST,JESSIE ST,,,,JESSIE ST intersection,,395
* 37.784516, -122.404294 | Mission St & 4th St, San Francisco, CA 94103, USA | 24632000,04TH ST,MISSION ST,,,,MISSION ST intersection,,397
* 37.784080, -122.403748 | 4th St & Minna St, San Francisco, CA 94103, USA | 24631000,04TH ST,MINNA ST,,,,MINNA ST intersection,,399
